objid,ra,dec,u,g,r,i,z,class
1237651538176114805,189.0625462,66.82161172,18.51454,16.51536,15.57081,15.14489,14.78371,GALAXY
1237651538176114850,189.2436625,66.97267922,19.42457,17.6649,16.7566,16.32211,15.97918,GALAXY
1237651538176114870,189.3109784,67.01097739,18.45356,17.06661,16.46738,16.11402,15.98683,GALAXY
1237651538176114882,189.3148986,66.89466534,19.3527,17.82206,16.87237,16.42537,16.13884,GALAXY
1237651538176376958,190.6328486,66.94823749,18.8952,17.66535,17.12782,16.78353,16.59278,GALAXY
1237651538176376963,190.604381,66.80202391,18.63868,17.43261,16.98946,16.68218,16.48454,GALAXY
1237651538176573548,191.7810614,66.8414828,18.71119,17.76803,17.34127,16.97126,16.90463,GALAXY
1237651538176639176,192.266517,66.81421389,19.02009,18.08086,17.56344,17.03533,16.96725,GALAXY
1237651538176704560,192.5721953,66.84618025,18.61901,16.61898,15.62033,15.18127,14.82542,GALAXY
1237651538176704675,192.5848171,66.69822034,19.33906,17.45613,16.56289,16.17648,15.87277,GALAXY
1237651538176770123,192.9311137,66.77432202,19.31006,17.29539,16.38456,15.98082,15.66179,GALAXY
1237651538176770126,192.9209654,66.67442421,18.45649,16.48686,15.55374,15.12247,14.78707,GALAXY
1237651538176770137,192.9449163,66.69981002,19.4446,17.24888,16.31009,15.86001,15.50803,GALAXY
1237651538176770138,192.9808209,66.72565835,19.59481,17.67408,16.71508,16.27695,15.9529,GALAXY
1237651538176770140,192.9481573,66.70083621,19.2812,17.29331,16.38724,15.96547,15.65815,GALAXY
1237651538176770141,192.9706592,66.71449626,17.90764,16.43851,15.70643,15.31805,15.10162,GALAXY
1237651538176770183,193.044373,66.79175832,18.19865,17.53902,17.19209,17.11394,17.54302,GALAXY
1237651538176835681,193.2359294,66.86509177,18.52855,17.39142,16.89078,16.53389,16.42027,GALAXY
1237651538176835757,193.5678004,66.79373742,19.52057,18.09818,17.27315,16.81555,16.53401,GALAXY
1237651538176901238,193.7615647,66.67412389,19.19133,18.12356,17.63039,17.36553,17.20291,GALAXY
1237651538177032408,194.4059944,66.70541331,19.25265,19.0317,18.18066,17.72458,17.23941,QSO
1237651538177163412,195.1705177,66.7310386,19.40052,17.2072,16.1978,15.74831,15.39223,GALAXY
1237651538177163470,195.3316606,66.59707066,18.6172,17.15067,16.45727,16.08787,15.86287,GALAXY
1237651538177228921,195.4548605,66.61692812,18.98021,16.95134,15.97384,15.54097,15.19317,GALAXY
1237651538177228927,195.5025802,66.68245991,18.43105,17.00706,16.23146,15.812,15.55765,GALAXY
1237651538177229011,195.7741977,66.60425006,18.21595,16.90528,16.36994,16.04569,15.87626,GALAXY
1237651538177294496,196.0697788,66.64959716,18.20819,16.61245,15.85456,15.46163,15.18405,GALAXY
1237651538177360061,196.3869782,66.66775568,19.29789,17.71426,16.69406,16.2393,15.86856,GALAXY
1237651538177360104,196.4937416,66.51048365,19.5297,17.54143,16.59352,16.12197,15.75371,GALAXY
1237651538177425514,196.6154559,66.58017132,19.02994,17.0587,16.11625,15.70683,15.35521,GALAXY
1237651538177425581,196.7706837,66.48728366,19.09119,16.95561,15.91525,15.46875,15.07641,GALAXY
1237651538177425610,196.7883028,66.44376704,18.90262,16.97374,16.02564,15.5619,15.19376,GALAXY
1237651538177425622,196.9209572,66.58503156,18.86414,17.46571,16.78886,16.41907,16.17458,GALAXY
1237651538177491066,197.086195,66.4577729,19.05578,18.12424,17.6486,17.19997,17.06827,GALAXY
1237651538177556504,197.3766986,66.43089488,19.19761,18.28376,18.05798,17.99835,18.03074,STAR
1237651538177622192,197.7196945,66.40871818,18.97896,17.2708,16.37288,15.94834,15.58528,GALAXY
1237651538177622273,197.9508616,66.37212909,19.44497,17.91222,17.15697,16.73103,16.44029,GALAXY
1237651538177687560,198.0654974,66.50060765,18.64662,17.08143,16.361,15.91504,15.66913,GALAXY
1237651538177687672,198.1384833,66.4196432,19.33878,19.08282,18.99711,19.01756,18.83539,QSO
1237651538177753213,198.4837694,66.50051041,18.05735,16.64406,15.98853,15.53656,15.30931,GALAXY
1237651538177753234,198.6107788,66.46125962,17.43493,15.78397,14.99543,14.55477,14.25414,GALAXY
1237651538177753267,198.6690905,66.43061242,18.86165,17.74041,17.36911,17.12136,16.9805,GALAXY
1237651538177818818,199.0636276,66.43584575,19.26178,18.18067,17.58983,17.24617,16.9883,GALAXY
1237651538177818825,199.039137,66.37322234,18.86715,17.37462,16.6295,16.22985,15.96728,GALAXY
1237651538177884193,199.2545903,66.34124261,17.76033,16.26974,15.7343,15.53528,15.46769,GALAXY
1237651538177884218,199.3673748,66.27486086,18.95181,17.92678,17.59843,17.49268,17.48002,GALAXY
1237651538177884262,199.1558569,66.27244904,18.96738,17.01737,16.07118,15.66049,15.32471,GALAXY
1237651538177884286,199.2870415,66.32475439,18.61599,16.87957,16.10916,15.73805,15.48015,GALAXY
1237651538177884292,199.311891,66.34775579,19.33899,18.23333,17.79139,17.52311,17.39016,GALAXY
1237648721759698997,161.8810403,0.2520160976,19.35408,18.33679,18.17522,18.1244,18.14156,STAR
1237648721759699054,161.9701115,0.215990732,19.08201,17.86868,17.34591,17.00842,16.81712,GALAXY
1237648721759699067,161.9966425,0.2951442568,19.23847,17.75489,17.00267,16.61804,16.36191,GALAXY
1237648721759764499,162.0805208,0.2594197692,17.57919,16.67318,16.3929,16.29765,16.27276,STAR
1237648721759764500,162.0805752,0.256896523,19.51468,17.85327,16.92754,16.45967,16.10173,GALAXY
1237648721759764508,162.0878095,0.3039979244,18.64503,17.33181,16.76997,16.55384,16.42325,STAR
1237648721759764537,162.1055699,0.3127752699,16.89475,15.39389,14.82542,14.64459,14.56971,STAR
1237648721759764545,162.1309225,0.3227232493,18.97316,17.75297,17.27459,17.10287,17.0157,STAR
1237648721759764592,162.0334425,0.3805355359,18.80065,16.74869,15.7952,15.35613,15.00455,GALAXY
1237648721759764621,162.0787911,0.3599627016,18.80122,17.76783,17.26576,16.85067,16.67741,GALAXY
1237648721759764640,162.1189241,0.3360099686,18.21847,16.72367,16.05707,15.68305,15.39797,GALAXY
1237648721759764644,162.1193897,0.2397079951,19.59926,19.38669,19.3069,19.09993,19.0905,QSO
1237648721759764647,162.1250369,0.4073146068,19.36761,17.52439,16.83934,16.60497,16.47103,STAR
1237648721759830025,162.1934601,0.4185390564,18.84484,17.04806,16.37761,16.15119,16.04189,STAR
1237648721759830047,162.2177548,0.2607046907,18.4004,17.49611,17.13752,16.99917,16.94742,STAR
1237648721759830050,162.2178538,0.2657940283,18.93448,18.75524,18.64676,18.60571,18.70169,QSO
1237648721759830058,162.2363083,0.3107860583,17.29961,15.8968,15.32614,15.09592,14.97849,STAR
1237648721759830100,162.2589619,0.2660897395,18.43879,17.39366,16.93598,16.74986,16.67132,STAR
1237648721759830129,162.30058,0.2501545971,18.14244,16.99737,16.50883,16.29295,16.18737,STAR
1237648721759830173,162.3178249,0.4143584366,18.7391,17.2118,16.63651,16.43645,16.33041,STAR
1237648721759830283,162.2969139,0.3790827262,17.34568,15.70966,14.96397,14.51571,14.18295,GALAXY
1237648721759830317,162.2994178,0.267767501,18.74168,16.9299,16.08313,15.62422,15.2639,GALAXY
1237648721759895572,162.320811,0.3293325549,16.51262,14.9006,14.14002,13.76013,13.4357,GALAXY
1237648721759895613,162.3391352,0.3239110874,18.91728,17.48948,16.91518,16.72553,16.62373,STAR
1237648721759895658,162.3967263,0.2466171898,16.76176,15.80448,15.50585,15.40199,15.38865,STAR
1237648721759895673,162.4215233,0.3630987355,16.5248,14.57077,13.71999,13.29917,13.00643,GALAXY
1237648721759895774,162.3446098,0.3945020179,19.41584,17.68332,16.961,16.61206,16.31209,GALAXY
1237648721759895794,162.3516486,0.2319933769,17.19589,15.48732,14.68864,14.29015,13.99791,GALAXY
1237648721759895825,162.3629805,0.3473899057,19.59301,18.23911,17.68675,17.47844,17.3539,STAR
1237648721759895894,162.4293022,0.4079283782,18.83524,17.16768,16.47272,16.13477,15.87662,GALAXY
1237648721759895902,162.4368077,0.3389025266,19.15397,17.58819,16.80599,16.41118,16.09115,GALAXY
1237648721759895917,162.4518537,0.4061106879,19.55967,18.73532,18.43849,18.28301,18.20656,STAR
1237648721759961111,162.4952324,0.3223013357,16.40243,14.43139,13.53993,13.10149,12.76471,GALAXY
1237648721759961197,162.5257179,0.333248799,18.44975,16.52571,15.64857,15.21284,14.87298,GALAXY
1237648721759961329,162.596323,0.3775803016,18.81513,17.29795,16.72216,16.53823,16.44286,STAR
1237648721759961363,162.4974792,0.3532585961,17.62444,15.80715,14.90921,14.4454,14.06298,GALAXY
1237648721759961372,162.5106731,0.3825120908,18.66118,17.48802,16.99697,16.74019,16.57185,GALAXY
1237648721759961394,162.5466992,0.2172125419,19.50011,17.44882,16.35493,15.89395,15.53282,GALAXY
1237648721759961421,162.5478972,0.3069109494,18.74853,17.00836,16.15948,15.77301,15.46926,GALAXY
1237648721759961461,162.594963,0.2363862289,17.47535,15.81039,14.97389,14.57337,14.23697,GALAXY
1237648721760026659,162.7031677,0.3722924678,18.45717,17.57843,17.2732,17.16578,17.13143,STAR
1237648721760026696,162.632526,0.3605913228,18.52429,17.31389,16.68436,16.33528,16.08557,GALAXY
1237648721760026777,162.7388498,0.2811260747,19.07809,17.57606,16.75495,16.34189,16.01859,GALAXY
1237648721760092175,162.7968146,0.4027218879,18.95012,17.43153,16.83633,16.64583,16.53335,STAR
1237648721760092200,162.8392152,0.2601697815,17.63503,16.40595,15.88354,15.65654,15.54669,STAR
1237648721760092209,162.8701608,0.405694994,19.2142,18.03002,17.46448,17.24484,17.11058,STAR
1237648721760092218,162.884289,0.2573215404,17.05348,15.4344,14.65117,14.23019,13.88107,GALAXY
1237648721760092265,162.9127575,0.2133786519,15.96937,14.89602,14.57454,14.4571,14.43392,STAR
1237648721760092302,162.8246323,0.2523334542,19.32757,17.71438,16.8847,16.4044,16.04116,GALAXY
1237649919501074443,11.38713332,14.61665243,16.35364,15.22937,14.91896,14.82719,14.79882,STAR
1237649919501074457,11.40871911,14.70283599,18.19686,16.65937,16.02999,15.76828,15.60928,STAR
1237649919501074491,11.34291931,14.56668213,17.48141,15.85449,15.00896,14.55561,14.17013,GALAXY
1237649919501074517,11.36837831,14.70375246,19.33779,18.32987,17.9342,17.82492,17.73175,STAR
1237649919501140053,11.60650404,14.57550257,18.07351,16.36459,15.69629,15.42951,15.31069,STAR
1237649919501140124,11.56318343,14.6549643,19.15934,17.60804,16.74006,16.26967,15.91933,GALAXY
1237649919501140223,11.62675681,14.49567118,19.17957,17.87718,17.26875,16.91997,16.68268,GALAXY
1237649919501205528,11.69615595,14.50335657,17.9526,16.82908,16.38419,16.18941,16.09938,STAR
1237649919501205562,11.77775554,14.64899485,18.21976,16.85855,16.23773,15.98722,15.87049,STAR
1237649919501205663,11.74421117,14.67502393,19.19656,17.60903,16.98724,16.76803,16.67536,STAR
1237649919501271079,11.87116153,14.54944271,17.58284,16.52088,16.05958,15.85996,15.77811,STAR
1237649919501271125,11.9399079,14.65141157,18.91481,17.9607,17.4983,17.31782,17.22529,STAR
1237649919501271209,11.94090525,14.55636419,19.33332,17.50382,16.71684,16.39846,16.21247,STAR
1237649919501336583,11.97368963,14.59376806,17.67637,16.09815,15.4978,15.24915,15.15184,STAR
1237649919501336600,12.00702373,14.48709773,18.55122,17.54255,17.11456,16.89903,16.8186,STAR
1237649919501336602,12.03773942,14.55550113,18.12758,16.89795,16.43773,16.25557,16.17196,STAR
1237649919501336608,12.06855362,14.51203497,18.8229,17.33504,16.74172,16.51108,16.41122,STAR
1237649919501336619,12.09687229,14.51198888,18.30509,17.29363,16.82647,16.6155,16.51789,STAR
1237649919501336641,11.98039616,14.56545871,19.57267,18.23483,17.53568,17.21699,17.03048,STAR
1237649919501402148,12.18167457,14.68209665,18.98681,17.85624,17.32113,17.10887,16.95141,STAR
1237649919501402159,12.19163865,14.52322145,18.98071,17.4156,16.81911,16.5996,16.51187,STAR
1237649919501402161,12.20317108,14.60564821,18.20846,16.93121,16.4894,16.33956,16.30326,STAR
1237649919501402222,12.14250271,14.67183871,19.22074,17.84007,17.24499,17.01759,16.86466,STAR
1237649919501467667,12.2705219,14.54698612,19.02702,17.42542,16.75689,16.49556,16.34203,STAR
1237649919501467695,12.32204811,14.49510114,19.28437,18.12792,17.94763,17.9182,17.92604,STAR
1237649919501467699,12.33356684,14.62463082,18.61407,17.03629,16.42711,16.21652,16.08782,STAR
1237649919501467709,12.34346676,14.64628665,18.39363,16.78923,16.16103,15.93085,15.79342,STAR
1237649919501467712,12.34060594,14.52737325,18.56878,16.15646,15.08019,14.67877,14.4459,STAR
1237649919501467728,12.37970698,14.47357581,17.11255,16.1339,15.74767,15.58502,15.51934,STAR
1237649919501533192,12.44863387,14.46436528,18.25654,17.0337,16.61035,16.45877,16.41164,STAR
1237649919501533243,12.49517975,14.48562607,18.85193,17.94322,17.65597,17.53567,17.47727,STAR
1237649919501598725,12.58289079,14.6179528,19.13798,17.76776,17.18317,16.94868,16.84251,STAR
1237649919501598744,12.58573072,14.5490709,17.90613,16.62665,16.57084,16.56153,16.58647,STAR
1237649919501598784,12.67270684,14.52569562,18.6215,17.46987,17.08792,16.92974,16.86861,STAR
1237649919501598835,12.63154888,14.62130419,19.45354,17.12985,16.24957,15.95449,15.80362,STAR
1237649919501664430,12.74185388,14.49291801,19.53999,18.18734,17.62157,17.31251,17.11162,GALAXY
1237649919501729847,12.92757316,14.58229403,18.88664,17.31896,16.5007,16.06007,15.70872,GALAXY
1237649919501729925,12.98867106,14.56344793,18.13381,16.1224,15.14259,14.69814,14.32709,GALAXY
1237649919501730065,12.98714033,14.58311114,18.83467,16.82727,15.90514,15.48458,15.13647,GALAXY
1237649919501795401,13.11630695,14.51834494,16.7137,15.32079,14.7352,14.43013,14.19291,GALAXY
1237649919501795461,13.0367502,14.50350953,19.07212,17.95339,17.61384,17.34727,17.1679,GALAXY
1237649919501795543,13.13034809,14.52839278,18.37369,17.31451,16.9213,16.71529,16.53333,GALAXY
1237649919501795564,13.17321449,14.51322569,19.58457,18.41887,18.54429,18.68548,18.7817,STAR
1237649919501795662,13.111912,14.54439895,19.41546,18.12671,17.48221,17.16057,16.90953,GALAXY
1237649919501861077,13.22102243,14.57898986,18.83069,17.67462,17.1957,16.83971,16.66033,GALAXY
1237649919501926458,13.40854376,14.55226637,18.33657,17.43784,17.10822,16.85142,16.7345,GALAXY
1237649919501926542,13.35257798,14.48881837,18.51769,17.3227,16.75246,16.4107,16.14631,GALAXY
1237649919501926591,13.44423974,14.55721807,17.02305,15.93355,15.50228,15.24306,15.0827,GALAXY
1237649919501991993,13.60898915,14.58521857,18.76566,18.57367,18.46503,18.25207,18.20963,QSO
1237649919502057520,13.75472497,14.44555839,18.74413,17.53582,17.05181,16.86204,16.75598,STAR
1237648703530337007,245.1061056,-0.7602289173,19.32653,17.97773,18.082,18.19015,18.24074,STAR
1237648703530401945,245.1992964,-0.8136008235,19.10411,18.89124,18.66361,18.65548,18.68483,QSO
1237648703530402116,245.2820172,-0.8054272527,17.90361,16.86369,16.03783,15.62608,15.3802,GALAXY
1237648703530468151,245.4327723,-0.6550053011,19.44324,18.13936,17.59724,17.42039,17.31074,STAR
1237648703530598565,245.657678,-0.7020455007,18.01439,17.01884,16.68544,16.55274,16.50122,STAR
1237648703530598882,245.6296264,-0.6577097137,19.49106,17.53793,16.60372,16.16138,15.80394,GALAXY
1237648703530598932,245.6265854,-0.7185121525,19.06009,17.3177,16.42234,15.99022,15.65679,GALAXY
1237648703530599117,245.6834988,-0.6814865137,19.29932,17.40602,16.44753,16.00617,15.61255,GALAXY
1237648703530664423,245.7368651,-0.8120942231,19.01298,17.66614,17.16999,16.82669,16.5809,GALAXY
1237648703530664545,245.7954372,-0.8213970337,19.09172,17.94827,17.38349,16.82967,16.67613,GALAXY
1237648703530729626,245.9414422,-0.7475450036,19.32956,17.98726,17.33201,16.94816,16.72114,GALAXY
1237648703530730485,246.0165366,-0.7638835698,19.39668,18.06811,17.4741,17.11304,16.90632,GALAXY
1237648703530795574,246.0897427,-0.6562745856,18.59915,17.14246,16.43404,16.03774,15.72485,GALAXY
1237648703530795625,246.1008541,-0.7141631403,19.37716,18.27439,17.79255,17.50239,17.31034,GALAXY
1237648703530795889,246.1829163,-0.7411863665,18.98281,17.3546,16.58589,16.07732,15.81435,GALAXY
1237648703530860576,246.1877841,-0.6365510677,19.36602,19.02429,18.75838,18.56195,18.51947,QSO
1237648703530860809,246.2412606,-0.6975311153,18.84479,17.43078,16.69576,16.25964,15.92314,GALAXY
1237648703530861302,246.2856689,-0.6478353025,18.74412,17.29804,16.58423,16.20544,15.89407,GALAXY
1237648703530861376,246.3141021,-0.7024450454,19.47715,18.09879,17.35394,16.90334,16.60784,GALAXY
1237648703530926971,246.4722003,-0.7496928746,19.37014,17.94086,17.154,16.74367,16.42825,GALAXY
1237648703530991714,246.5328488,-0.684416596,18.64591,17.3633,16.641,16.16864,15.84108,GALAXY
1237648703530992234,246.4986877,-0.6808577699,19.26312,17.34657,16.42738,15.98644,15.61321,GALAXY
1237648703531057368,246.7571963,-0.7777648685,18.7627,17.79396,17.48464,17.22489,16.90054,STAR
1237648703531057543,246.6553048,-0.7310728478,18.61069,17.29501,16.55954,16.12023,15.82807,GALAXY
1237648703531057620,246.6735436,-0.7439728592,19.20693,17.74709,16.95648,16.59489,16.38107,STAR
1237648703531188399,246.9821737,-0.7033706165,19.21201,17.17025,16.3371,15.80139,15.61702,GALAXY
1237648703531254036,247.1326146,-0.7481341248,19.47841,18.30359,17.34458,16.90624,16.64591,GALAXY
1237648703531254570,247.1547737,-0.7905429546,19.3622,17.79347,16.93326,16.49005,16.15167,GALAXY
1237648703531319542,247.3501052,-0.7853487812,18.87362,17.6617,17.09718,16.7502,16.50239,GALAXY
1237648703531320016,247.3503171,-0.7668102842,19.49371,17.67801,16.79416,16.38673,16.01004,GALAXY
1237648703531320103,247.3778639,-0.8302756788,19.29411,17.5023,16.58649,16.16303,15.81341,GALAXY
1237648703531385284,247.3911838,-0.7923966005,18.65986,16.7262,15.82086,15.37481,15.02575,GALAXY
1237648703531385364,247.4176528,-0.7751206563,18.84953,17.68148,17.12549,16.79776,16.62579,GALAXY
1237648703531385631,247.5248529,-0.7364698205,19.41286,18.1424,17.3888,16.99199,16.73687,GALAXY
1237648703531450662,247.6642238,-0.8240087833,18.33865,16.34288,15.39173,14.94453,14.58135,GALAXY
1237648703531581527,247.8510632,-0.8130764489,19.4949,18.45737,18.26331,18.33521,19.69206,GALAXY
1237648703531712834,248.1831199,-0.6430607627,18.69298,17.44452,17.25011,17.19249,17.15648,STAR
1237648703531909463,248.6789448,-0.6329053947,18.53166,18.39964,18.25766,18.08113,17.84556,QSO
1237648703531910051,248.7151241,-0.7366840367,19.06174,17.93292,17.3376,16.95094,16.72832,GALAXY
1237648703532040509,248.9734688,-0.6655533523,16.20341,15.20289,15.40682,15.57132,15.69547,STAR
1237648703532040887,248.9350555,-0.6301075375,19.4041,17.24663,16.06189,15.51746,15.08636,GALAXY
1237648703532041263,249.0274715,-0.6896575336,19.36053,17.8956,17.0178,16.48475,16.18649,GALAXY
1237648703532106003,249.1074487,-0.6987118667,18.41793,17.01062,17.04653,17.1077,17.1366,STAR
1237648703532106441,249.082935,-0.664915505,19.1504,17.86854,17.12323,16.67278,16.39705,GALAXY
1237648703532106551,249.1122884,-0.628319368,19.48822,17.8001,16.84131,16.39425,16.01081,GALAXY
1237648703532368494,249.6630591,-0.7328334741,18.6379,17.35474,16.7606,16.43297,16.14045,GALAXY
1237648703532433991,249.8565148,-0.6860043928,19.54417,19.2429,18.83424,18.68071,18.68406,QSO
1237648704023625883,145.4961073,-0.264537867,19.55248,18.92554,18.79741,18.77594,18.65055,QSO
1237648704023625909,145.5378318,-0.3624213486,19.01571,17.89331,17.50753,17.3166,17.22486,STAR
1237648722833768576,162.6947925,1.238042463,19.51815,18.3029,17.67908,17.31886,17.0955,GALAXY
1237648722833833992,162.7797128,1.095266744,19.18994,18.01201,17.46605,17.25548,17.11444,STAR
1237648722833833994,162.793875,1.129810256,16.16288,14.83639,14.35541,14.18335,14.13665,STAR
1237648722833833998,162.809571,1.162001439,18.5453,17.20425,16.6199,16.39991,16.30906,STAR
1237648722833834001,162.813827,1.097401605,19.0272,17.52215,16.92076,16.68811,16.57298,STAR
1237648722833834028,162.8587763,1.148285013,17.71959,16.37161,15.79832,15.56005,15.44417,STAR
1237648722833834031,162.8627175,1.152155218,17.49692,16.21601,16.35737,16.48298,16.56253,STAR
1237648722833834287,162.8914416,1.12881069,19.40002,18.07384,17.54755,17.24444,17.07253,GALAXY
1237648722833965080,163.1191663,1.061446957,17.16364,15.98999,15.22586,14.88659,14.60326,GALAXY
1237648722833965091,163.0667854,1.095320556,13.55178,14.60922,15.46984,28.17963,14.45758,STAR
1237648722833965258,163.0796425,1.20927049,19.45574,18.28271,17.79884,17.54445,17.44429,GALAXY
1237648722834030698,163.2191392,1.079842702,19.48174,18.62244,18.35791,18.0526,17.95066,GALAXY
1237648722834030774,163.3297146,1.052668205,18.37868,16.5014,16.02195,15.73096,15.58097,GALAXY
1237648722834096176,163.46452,1.23235923,18.64678,17.78568,17.40429,17.06831,17.03278,GALAXY
1237648722834096285,163.482815,1.244618308,19.48459,18.33867,17.81548,17.47611,17.34914,GALAXY
1237648722834161720,163.620213,1.087443938,16.55314,16.76078,17.23466,17.57019,17.81945,STAR
1237648722834161735,163.6286987,1.222546188,19.28586,19.24625,19.02179,18.96589,18.9948,QSO
1237648722834161837,163.6213119,1.070678259,18.97279,16.95862,16.06142,15.65528,15.35034,GALAXY
1237648722834227251,163.7291628,1.066468462,18.34406,17.42042,17.08446,16.94866,16.89931,STAR
1237648722834227290,163.7860856,1.137539846,17.29264,16.38747,16.11001,15.9929,15.9688,STAR
1237648722834292771,163.8547788,1.095712668,18.72763,17.41741,16.8506,16.47591,16.24911,GALAXY
1237648722834292791,163.8697034,1.086775512,18.89876,17.84892,17.37623,17.18133,17.09175,STAR
1237648722834292851,163.8477512,1.128791274,18.26096,17.22339,16.80347,16.48803,16.32345,GALAXY
1237648722834423984,164.2514746,1.247808166,18.6952,17.57098,17.04866,16.68759,16.55387,GALAXY
1237648722834489493,164.3230984,1.256985394,18.9876,17.48766,16.75751,16.36682,16.11528,GALAXY
1237648722834554895,164.4440647,1.253470429,17.52425,15.54602,14.68691,14.23813,13.86702,GALAXY
1237648722834620487,164.5735283,1.141864841,18.23381,16.81282,16.07551,15.66797,15.33135,GALAXY
1237648722834686003,164.7743817,1.18205067,16.64561,15.22102,14.59491,14.23824,13.9858,GALAXY
1237648722834686028,164.7819971,1.050979539,19.41266,19.28043,19.00207,18.88373,18.93424,QSO
1237648722834686048,164.8243748,1.153473536,16.64451,14.82678,14.0408,13.67069,13.36722,GALAXY
1237648722834686089,164.7185626,1.15784583,19.23751,17.68028,17.0218,16.67138,16.43587,GALAXY
1237648722834751504,164.8942672,1.186673878,19.02835,17.9604,17.61286,17.46396,17.41361,STAR
1237648722834751654,165.0078115,1.095991038,18.25693,17.48521,17.23613,17.03321,16.89969,GALAXY
1237648722834751716,164.9736982,1.096003224,19.32408,17.6071,16.8318,16.46778,16.15755,GALAXY
1237648722834751727,165.0043799,1.112231734,17.22841,15.75643,15.01428,14.60029,14.25552,GALAXY
1237648722834817054,165.0444714,1.057863362,19.04742,17.76208,17.48766,17.39574,17.37462,STAR
1237648722834817085,165.0652188,1.127923268,19.24586,18.85128,19.08094,19.35173,19.63799,STAR
1237648722834817140,165.0133663,1.227804346,19.08858,17.81731,17.1113,16.75142,16.45948,GALAXY
1237648722834817157,165.0414312,1.245106834,19.50616,19.25483,19.12532,18.80489,18.71678,QSO
1237648722834948253,165.4402261,1.247400202,19.53721,17.78908,16.95637,16.55394,16.25881,GALAXY
1237648722835079175,165.6133306,1.258513937,18.70512,17.64686,17.59071,17.60491,17.65925,STAR
1237648722835079336,165.670311,1.061849232,19.38561,18.20473,17.77904,17.53242,17.37301,GALAXY
1237648722835144725,165.7851691,1.152321104,17.5797,16.65061,16.38735,16.29835,16.26657,STAR
1237648722835144797,165.8047211,1.141008748,19.19804,17.98354,17.31805,16.86212,16.68237,GALAXY
1237648722835210244,165.9220054,1.14693539,16.75941,15.8166,15.57853,15.51906,15.50422,STAR
1237648722835210389,165.9423567,1.179768582,19.42312,18.19163,17.64337,17.30617,17.10674,GALAXY
1237648722835210456,166.0197683,1.077015374,19.53405,18.42869,17.48757,16.94199,16.63466,QSO
1237648722835275908,166.1133596,1.200034959,18.92101,16.99723,16.06,15.6408,15.29552,GALAXY
1237648722835275953,166.162615,1.1084209,19.42827,18.05906,17.27846,16.88616,16.57357,GALAXY
1237650371558703213,186.9235536,-1.787494564,19.29916,18.3117,17.9924,17.88038,17.86492,STAR
1237650371558703219,186.9357047,-1.861191925,18.95594,17.49867,16.68508,16.23085,15.99981,QSO
1237650371558703255,186.9844151,-1.707088787,19.39207,17.53777,16.646,16.24184,15.90483,GALAXY
1237650371558768769,187.0216935,-1.658140153,16.88045,15.48582,14.83263,14.50196,14.23675,GALAXY
1237650371558899847,187.3869747,-1.715672193,19.01406,17.89597,17.33945,16.96276,16.76173,GALAXY
1237650371558965368,187.4912195,-1.697609912,18.61092,17.09537,16.38324,16.01349,15.77044,GALAXY
1237650371559030839,187.7126993,-1.784139192,17.69318,17.62205,17.71064,17.76053,17.75881,QSO
1237650371559030886,187.6553094,-1.865580816,19.5492,18.04521,17.25698,16.84032,16.52315,GALAXY
1237650371559030910,187.7011897,-1.757645059,18.80024,17.63783,17.05867,16.66554,16.43956,GALAXY
1237650371559096472,187.8829906,-1.791748718,19.57685,18.03121,16.94474,16.47374,16.20887,GALAXY
1237650371559227400,188.0395951,-1.717471213,18.98069,18.06428,17.72976,17.62256,17.56632,STAR
1237650371559292943,188.2250337,-1.703125323,18.35521,17.1272,16.60686,16.39071,16.2747,STAR
1237650371559292995,188.1938177,-1.692965529,19.4859,18.61373,18.33686,18.20556,18.16502,STAR
1237650371559358512,188.4222129,-1.739926092,19.08743,18.591,18.31002,18.0694,17.87447,STAR
1237650371559358583,188.437005,-1.787702408,18.57057,17.63045,17.2324,17.01157,16.84033,GALAXY
1237650371559424229,188.5136029,-1.813053472,19.31125,17.38967,16.47098,16.03679,15.72551,GALAXY
1237650371559424265,188.5548707,-1.706119643,19.21733,17.56587,16.6864,16.27565,16.00124,GALAXY
1237650371559489601,188.7577115,-1.801686582,19.04732,19.21155,19.63489,19.95559,20.36568,STAR
1237650371559555211,188.8450566,-1.792705677,19.23739,18.17731,17.54278,17.20466,16.98406,GALAXY
1237650371559620710,188.9780709,-1.853860892,17.31602,15.96018,15.45811,15.21478,15.0499,GALAXY
1237650371559751696,189.2545652,-1.828627994,19.48003,18.25141,17.45531,17.01569,16.78747,GALAXY
1237650371559751751,189.361836,-1.842331044,18.772,17.605,17.71478,17.78375,17.87923,STAR
1237650371559751866,189.3624896,-1.814312912,19.03127,17.69794,17.00811,16.6334,16.35099,GALAXY
1237650371559751879,189.3786902,-1.729929309,18.65555,16.69303,15.73564,15.29397,14.9326,GALAXY
1237650371559817305,189.5129325,-1.729487909,16.60574,15.38578,15.58056,15.76766,15.84216,STAR
1237650371559817361,189.4327017,-1.78695053,18.35501,16.99745,16.29742,15.92724,15.70724,GALAXY
1237650371559817390,189.4476474,-1.68747435,18.74516,17.27867,16.36408,15.95256,15.63429,GALAXY
1237650371559882845,189.6308094,-1.781718374,18.00208,16.97267,16.90448,16.91346,16.92911,STAR
1237650371559882858,189.6530744,-1.66003292,19.12536,18.81078,19.05024,19.36269,19.64882,STAR
